Starting Qwen3-VL llama-server
Server:             /home/andrewchen/vlm-edge-project/llama.cpp/build/bin/llama-server
Model:              models/qwen3-vl-4b-custom-quants/Qwen3VL-4B-Instruct-Q4_K_M-self.gguf
mmproj:             /home/andrewchen/vlm-edge-project/models/qwen3-vl-4b-instruct-gguf/mmproj-Qwen3VL-4B-Instruct-Q8_0.gguf
Alias:              qwen3vl4b-q4
Address:            http://127.0.0.1:8080
Context:            512
GPU layers:         all
Fit:                off
Fit target:         768 MiB
Parallel slots:     1
Batch size:         128
Microbatch size:    64
MTMD batch tokens:  128
KV cache:           K=q8_0 V=q8_0
Load mode:          mmap

0.00.037.590 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.099.449 I srv    load_model: loading model 'models/qwen3-vl-4b-custom-quants/Qwen3VL-4B-Instruct-Q4_K_M-self.gguf'
0.00.541.838 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.07.042.867 W load_hparams: Qwen-VL models require at minimum 1024 image tokens to function correctly on grounding tasks
0.07.042.882 W load_hparams: if you encounter problems with accuracy, try adding --image-min-tokens 1024
0.07.042.884 W load_hparams: more info: https://github.com/ggml-org/llama.cpp/issues/16842

0.08.186.760 I srv    load_model: loaded multimodal model, '/home/andrewchen/vlm-edge-project/models/qwen3-vl-4b-instruct-gguf/mmproj-Qwen3VL-4B-Instruct-Q8_0.gguf'
0.08.302.440 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 512, kv_unified = 'false'
0.08.350.970 I srv  llama_server: model loaded
0.08.350.994 I srv  llama_server: listening on http://127.0.0.1:8080
0.24.904.100 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
2.36.778.954 I slot      release: id  0 | task 403 | stop processing: n_tokens = 376, truncated = 0
2.36.821.221 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8152235311
2.36.821.397 I slot launch_slot_: id  0 | task 408 | processing task, is_child = 0
2.38.401.919 I slot print_timing: id  0 | task 408 | prompt eval time =    1482.72 ms /   364 tokens (    4.07 ms per token,   245.50 tokens per second)
2.38.401.943 I slot print_timing: id  0 | task 408 |        eval time =      97.73 ms /     2 tokens (   48.86 ms per token,    20.46 tokens per second)
2.38.401.946 I slot print_timing: id  0 | task 408 |       total time =    1580.45 ms /   366 tokens
2.38.401.950 I slot print_timing: id  0 | task 408 |    graphs reused =         98
2.38.402.070 I slot      release: id  0 | task 408 | stop processing: n_tokens = 365, truncated = 0
2.38.441.535 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8153858427
2.38.441.710 I slot launch_slot_: id  0 | task 413 | processing task, is_child = 0
2.40.136.014 I slot print_timing: id  0 | task 413 | prompt eval time =    1397.09 ms /   342 tokens (    4.09 ms per token,   244.80 tokens per second)
2.40.136.037 I slot print_timing: id  0 | task 413 |        eval time =     297.16 ms /     4 tokens (   74.29 ms per token,    13.46 tokens per second)
2.40.136.040 I slot print_timing: id  0 | task 413 |       total time =    1694.24 ms /   346 tokens
2.40.136.043 I slot print_timing: id  0 | task 413 |    graphs reused =        101
2.40.136.164 I slot      release: id  0 | task 413 | stop processing: n_tokens = 345, truncated = 0
2.40.180.743 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8155592521
2.40.180.920 I slot launch_slot_: id  0 | task 420 | processing task, is_child = 0
2.41.822.014 I slot print_timing: id  0 | task 420 | prompt eval time =    1542.64 ms /   375 tokens (    4.11 ms per token,   243.09 tokens per second)
2.41.822.040 I slot print_timing: id  0 | task 420 |        eval time =      98.38 ms /     2 tokens (   49.19 ms per token,    20.33 tokens per second)
2.41.822.044 I slot print_timing: id  0 | task 420 |       total time =    1641.02 ms /   377 tokens
2.41.822.048 I slot print_timing: id  0 | task 420 |    graphs reused =        102
2.41.822.172 I slot      release: id  0 | task 420 | stop processing: n_tokens = 376, truncated = 0
2.41.868.459 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8157278530
2.41.868.615 I slot launch_slot_: id  0 | task 425 | processing task, is_child = 0
2.43.502.864 I slot print_timing: id  0 | task 425 | prompt eval time =    1535.48 ms /   375 tokens (    4.09 ms per token,   244.22 tokens per second)
2.43.502.892 I slot print_timing: id  0 | task 425 |        eval time =      98.71 ms /     2 tokens (   49.35 ms per token,    20.26 tokens per second)
2.43.502.896 I slot print_timing: id  0 | task 425 |       total time =    1634.18 ms /   377 tokens
2.43.502.899 I slot print_timing: id  0 | task 425 |    graphs reused =        103
2.43.503.023 I slot      release: id  0 | task 425 | stop processing: n_tokens = 376, truncated = 0
2.43.546.949 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8158959381
2.43.547.125 I slot launch_slot_: id  0 | task 430 | processing task, is_child = 0
2.45.173.660 I slot print_timing: id  0 | task 430 | prompt eval time =    1528.22 ms /   375 tokens (    4.08 ms per token,   245.38 tokens per second)
2.45.173.684 I slot print_timing: id  0 | task 430 |        eval time =      98.25 ms /     2 tokens (   49.12 ms per token,    20.36 tokens per second)
2.45.173.688 I slot print_timing: id  0 | task 430 |       total time =    1626.47 ms /   377 tokens
2.45.173.692 I slot print_timing: id  0 | task 430 |    graphs reused =        104
2.45.173.816 I slot      release: id  0 | task 430 | stop processing: n_tokens = 376, truncated = 0
2.45.217.292 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8160630174
2.45.217.466 I slot launch_slot_: id  0 | task 435 | processing task, is_child = 0
2.46.842.950 I slot print_timing: id  0 | task 435 | prompt eval time =    1526.74 ms /   375 tokens (    4.07 ms per token,   245.62 tokens per second)
2.46.842.971 I slot print_timing: id  0 | task 435 |        eval time =      98.68 ms /     2 tokens (   49.34 ms per token,    20.27 tokens per second)
2.46.842.974 I slot print_timing: id  0 | task 435 |       total time =    1625.42 ms /   377 tokens
2.46.842.978 I slot print_timing: id  0 | task 435 |    graphs reused =        105
2.46.843.096 I slot      release: id  0 | task 435 | stop processing: n_tokens = 376, truncated = 0
2.46.888.105 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8162299454
2.46.888.269 I slot launch_slot_: id  0 | task 440 | processing task, is_child = 0
2.48.518.184 I slot print_timing: id  0 | task 440 | prompt eval time =    1531.29 ms /   375 tokens (    4.08 ms per token,   244.89 tokens per second)
2.48.518.207 I slot print_timing: id  0 | task 440 |        eval time =      98.57 ms /     2 tokens (   49.28 ms per token,    20.29 tokens per second)
2.48.518.211 I slot print_timing: id  0 | task 440 |       total time =    1629.85 ms /   377 tokens
2.48.518.214 I slot print_timing: id  0 | task 440 |    graphs reused =        106
2.48.518.331 I slot      release: id  0 | task 440 | stop processing: n_tokens = 376, truncated = 0
2.48.565.356 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8163974689
2.48.565.533 I slot launch_slot_: id  0 | task 445 | processing task, is_child = 0
2.50.299.041 I slot print_timing: id  0 | task 445 | prompt eval time =    1528.28 ms /   375 tokens (    4.08 ms per token,   245.37 tokens per second)
2.50.299.064 I slot print_timing: id  0 | task 445 |        eval time =     205.16 ms /     3 tokens (   68.39 ms per token,    14.62 tokens per second)
2.50.299.067 I slot print_timing: id  0 | task 445 |       total time =    1733.44 ms /   378 tokens
2.50.299.072 I slot print_timing: id  0 | task 445 |    graphs reused =        108
2.50.299.194 I slot      release: id  0 | task 445 | stop processing: n_tokens = 377, truncated = 0
2.50.343.119 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8165755552
2.50.343.291 I slot launch_slot_: id  0 | task 451 | processing task, is_child = 0
2.52.080.645 I slot print_timing: id  0 | task 451 | prompt eval time =    1532.47 ms /   375 tokens (    4.09 ms per token,   244.70 tokens per second)
2.52.080.667 I slot print_timing: id  0 | task 451 |        eval time =     204.81 ms /     3 tokens (   68.27 ms per token,    14.65 tokens per second)
2.52.080.670 I slot print_timing: id  0 | task 451 |       total time =    1737.29 ms /   378 tokens
2.52.080.673 I slot print_timing: id  0 | task 451 |    graphs reused =        110
2.52.080.794 I slot      release: id  0 | task 451 | stop processing: n_tokens = 377, truncated = 0
2.52.127.867 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8167537157
2.52.128.029 I slot launch_slot_: id  0 | task 457 | processing task, is_child = 0
2.53.761.014 I slot print_timing: id  0 | task 457 | prompt eval time =    1535.07 ms /   375 tokens (    4.09 ms per token,   244.29 tokens per second)
2.53.761.035 I slot print_timing: id  0 | task 457 |        eval time =      97.85 ms /     2 tokens (   48.92 ms per token,    20.44 tokens per second)
2.53.761.038 I slot print_timing: id  0 | task 457 |       total time =    1632.91 ms /   377 tokens
2.53.761.041 I slot print_timing: id  0 | task 457 |    graphs reused =        111
2.53.761.159 I slot      release: id  0 | task 457 | stop processing: n_tokens = 376, truncated = 0
2.53.809.102 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8169217516
2.53.809.275 I slot launch_slot_: id  0 | task 462 | processing task, is_child = 0
2.55.438.697 I slot print_timing: id  0 | task 462 | prompt eval time =    1529.31 ms /   375 tokens (    4.08 ms per token,   245.21 tokens per second)
2.55.438.718 I slot print_timing: id  0 | task 462 |        eval time =     100.06 ms /     2 tokens (   50.03 ms per token,    19.99 tokens per second)
2.55.438.721 I slot print_timing: id  0 | task 462 |       total time =    1629.36 ms /   377 tokens
2.55.438.725 I slot print_timing: id  0 | task 462 |    graphs reused =        112
2.55.438.845 I slot      release: id  0 | task 462 | stop processing: n_tokens = 376, truncated = 0
2.55.483.714 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8170895202
2.55.483.878 I slot launch_slot_: id  0 | task 467 | processing task, is_child = 0
2.57.106.509 I slot print_timing: id  0 | task 467 | prompt eval time =    1524.06 ms /   375 tokens (    4.06 ms per token,   246.05 tokens per second)
2.57.106.530 I slot print_timing: id  0 | task 467 |        eval time =      98.50 ms /     2 tokens (   49.25 ms per token,    20.30 tokens per second)
2.57.106.533 I slot print_timing: id  0 | task 467 |       total time =    1622.56 ms /   377 tokens
2.57.106.536 I slot print_timing: id  0 | task 467 |    graphs reused =        113
2.57.106.657 I slot      release: id  0 | task 467 | stop processing: n_tokens = 376, truncated = 0
2.57.152.090 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8172563015
2.57.152.263 I slot launch_slot_: id  0 | task 472 | processing task, is_child = 0
2.58.984.338 I slot print_timing: id  0 | task 472 | prompt eval time =    1534.73 ms /   375 tokens (    4.09 ms per token,   244.34 tokens per second)
2.58.984.362 I slot print_timing: id  0 | task 472 |        eval time =     297.28 ms /     4 tokens (   74.32 ms per token,    13.46 tokens per second)
2.58.984.366 I slot print_timing: id  0 | task 472 |       total time =    1832.01 ms /   379 tokens
2.58.984.370 I slot print_timing: id  0 | task 472 |    graphs reused =        116
2.58.984.493 I slot      release: id  0 | task 472 | stop processing: n_tokens = 378, truncated = 0
2.59.033.503 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8174440850
2.59.033.676 I slot launch_slot_: id  0 | task 479 | processing task, is_child = 0
3.00.675.403 I slot print_timing: id  0 | task 479 | prompt eval time =    1542.72 ms /   375 tokens (    4.11 ms per token,   243.08 tokens per second)
3.00.675.423 I slot print_timing: id  0 | task 479 |        eval time =      98.93 ms /     2 tokens (   49.46 ms per token,    20.22 tokens per second)
3.00.675.426 I slot print_timing: id  0 | task 479 |       total time =    1641.65 ms /   377 tokens
3.00.675.431 I slot print_timing: id  0 | task 479 |    graphs reused =        117
3.00.675.552 I slot      release: id  0 | task 479 | stop processing: n_tokens = 376, truncated = 0
3.00.720.859 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8176131915
3.00.721.027 I slot launch_slot_: id  0 | task 484 | processing task, is_child = 0
3.02.344.202 I slot print_timing: id  0 | task 484 | prompt eval time =    1524.70 ms /   375 tokens (    4.07 ms per token,   245.95 tokens per second)
3.02.344.222 I slot print_timing: id  0 | task 484 |        eval time =      98.40 ms /     2 tokens (   49.20 ms per token,    20.33 tokens per second)
3.02.344.225 I slot print_timing: id  0 | task 484 |       total time =    1623.10 ms /   377 tokens
3.02.344.229 I slot print_timing: id  0 | task 484 |    graphs reused =        118
3.02.344.351 I slot      release: id  0 | task 484 | stop processing: n_tokens = 376, truncated = 0
3.02.389.576 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8177800708
3.02.389.739 I slot launch_slot_: id  0 | task 489 | processing task, is_child = 0
3.04.012.390 I slot print_timing: id  0 | task 489 | prompt eval time =    1523.92 ms /   375 tokens (    4.06 ms per token,   246.08 tokens per second)
3.04.012.411 I slot print_timing: id  0 | task 489 |        eval time =      98.67 ms /     2 tokens (   49.34 ms per token,    20.27 tokens per second)
3.04.012.414 I slot print_timing: id  0 | task 489 |       total time =    1622.59 ms /   377 tokens
3.04.012.418 I slot print_timing: id  0 | task 489 |    graphs reused =        119
3.04.012.542 I slot      release: id  0 | task 489 | stop processing: n_tokens = 376, truncated = 0
3.04.058.037 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8179468900
3.04.058.201 I slot launch_slot_: id  0 | task 494 | processing task, is_child = 0
3.05.685.717 I slot print_timing: id  0 | task 494 | prompt eval time =    1528.81 ms /   375 tokens (    4.08 ms per token,   245.29 tokens per second)
3.05.685.737 I slot print_timing: id  0 | task 494 |        eval time =      98.64 ms /     2 tokens (   49.32 ms per token,    20.28 tokens per second)
3.05.685.740 I slot print_timing: id  0 | task 494 |       total time =    1627.45 ms /   377 tokens
3.05.685.744 I slot print_timing: id  0 | task 494 |    graphs reused =        120
3.05.685.865 I slot      release: id  0 | task 494 | stop processing: n_tokens = 376, truncated = 0
3.05.732.502 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8181142227
3.05.732.661 I slot launch_slot_: id  0 | task 499 | processing task, is_child = 0
3.07.363.567 I slot print_timing: id  0 | task 499 | prompt eval time =    1531.81 ms /   375 tokens (    4.08 ms per token,   244.81 tokens per second)
3.07.363.588 I slot print_timing: id  0 | task 499 |        eval time =      99.03 ms /     2 tokens (   49.52 ms per token,    20.20 tokens per second)
3.07.363.591 I slot print_timing: id  0 | task 499 |       total time =    1630.84 ms /   377 tokens
3.07.363.595 I slot print_timing: id  0 | task 499 |    graphs reused =        121
3.07.363.756 I slot      release: id  0 | task 499 | stop processing: n_tokens = 376, truncated = 0
3.07.406.079 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8182820114
3.07.406.232 I slot launch_slot_: id  0 | task 504 | processing task, is_child = 0
3.09.031.888 I slot print_timing: id  0 | task 504 | prompt eval time =    1525.49 ms /   375 tokens (    4.07 ms per token,   245.82 tokens per second)
3.09.031.908 I slot print_timing: id  0 | task 504 |        eval time =     100.10 ms /     2 tokens (   50.05 ms per token,    19.98 tokens per second)
3.09.031.911 I slot print_timing: id  0 | task 504 |       total time =    1625.59 ms /   377 tokens
3.09.031.915 I slot print_timing: id  0 | task 504 |    graphs reused =        122
3.09.032.032 I slot      release: id  0 | task 504 | stop processing: n_tokens = 376, truncated = 0
3.09.076.805 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8184488395
3.09.076.963 I slot launch_slot_: id  0 | task 509 | processing task, is_child = 0
3.10.895.523 I slot print_timing: id  0 | task 509 | prompt eval time =    1522.82 ms /   375 tokens (    4.06 ms per token,   246.25 tokens per second)
3.10.895.547 I slot print_timing: id  0 | task 509 |        eval time =     295.68 ms /     4 tokens (   73.92 ms per token,    13.53 tokens per second)
3.10.895.550 I slot print_timing: id  0 | task 509 |       total time =    1818.50 ms /   379 tokens
3.10.895.553 I slot print_timing: id  0 | task 509 |    graphs reused =        125
3.10.895.715 I slot      release: id  0 | task 509 | stop processing: n_tokens = 378, truncated = 0
3.10.940.055 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8186352073
3.10.940.217 I slot launch_slot_: id  0 | task 516 | processing task, is_child = 0
3.12.578.504 I slot print_timing: id  0 | task 516 | prompt eval time =    1538.49 ms /   375 tokens (    4.10 ms per token,   243.75 tokens per second)
3.12.578.525 I slot print_timing: id  0 | task 516 |        eval time =      99.73 ms /     2 tokens (   49.86 ms per token,    20.05 tokens per second)
3.12.578.529 I slot print_timing: id  0 | task 516 |       total time =    1638.22 ms /   377 tokens
3.12.578.533 I slot print_timing: id  0 | task 516 |    graphs reused =        126
3.12.578.648 I slot      release: id  0 | task 516 | stop processing: n_tokens = 376, truncated = 0
3.12.619.620 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8188035006
3.12.619.798 I slot launch_slot_: id  0 | task 521 | processing task, is_child = 0
3.14.238.181 I slot print_timing: id  0 | task 521 | prompt eval time =    1520.55 ms /   375 tokens (    4.05 ms per token,   246.62 tokens per second)
3.14.238.204 I slot print_timing: id  0 | task 521 |        eval time =      97.77 ms /     2 tokens (   48.89 ms per token,    20.46 tokens per second)
3.14.238.207 I slot print_timing: id  0 | task 521 |       total time =    1618.32 ms /   377 tokens
3.14.238.210 I slot print_timing: id  0 | task 521 |    graphs reused =        127
3.14.238.332 I slot      release: id  0 | task 521 | stop processing: n_tokens = 376, truncated = 0
3.14.284.217 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8189694689
3.14.284.406 I slot launch_slot_: id  0 | task 526 | processing task, is_child = 0
3.15.904.159 I slot print_timing: id  0 | task 526 | prompt eval time =    1521.38 ms /   375 tokens (    4.06 ms per token,   246.49 tokens per second)
3.15.904.181 I slot print_timing: id  0 | task 526 |        eval time =      98.31 ms /     2 tokens (   49.15 ms per token,    20.34 tokens per second)
3.15.904.184 I slot print_timing: id  0 | task 526 |       total time =    1619.68 ms /   377 tokens
3.15.904.187 I slot print_timing: id  0 | task 526 |    graphs reused =        128
3.15.904.307 I slot      release: id  0 | task 526 | stop processing: n_tokens = 376, truncated = 0
3.15.972.242 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8191360665
3.15.972.425 I slot launch_slot_: id  0 | task 531 | processing task, is_child = 0
3.17.708.771 I slot print_timing: id  0 | task 531 | prompt eval time =    1531.02 ms /   375 tokens (    4.08 ms per token,   244.94 tokens per second)
3.17.708.794 I slot print_timing: id  0 | task 531 |        eval time =     205.25 ms /     3 tokens (   68.42 ms per token,    14.62 tokens per second)
3.17.708.798 I slot print_timing: id  0 | task 531 |       total time =    1736.27 ms /   378 tokens
3.17.708.802 I slot print_timing: id  0 | task 531 |    graphs reused =        130
3.17.708.922 I slot      release: id  0 | task 531 | stop processing: n_tokens = 377, truncated = 0
3.17.751.278 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8193165280
3.17.751.447 I slot launch_slot_: id  0 | task 537 | processing task, is_child = 0
3.19.548.164 I slot print_timing: id  0 | task 537 | prompt eval time =    1494.34 ms /   364 tokens (    4.11 ms per token,   243.59 tokens per second)
3.19.548.186 I slot print_timing: id  0 | task 537 |        eval time =     302.32 ms /     4 tokens (   75.58 ms per token,    13.23 tokens per second)
3.19.548.190 I slot print_timing: id  0 | task 537 |       total time =    1796.66 ms /   368 tokens
3.19.548.193 I slot print_timing: id  0 | task 537 |    graphs reused =        133
3.19.548.310 I slot      release: id  0 | task 537 | stop processing: n_tokens = 367, truncated = 0
3.19.593.506 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8195004667
3.19.593.675 I slot launch_slot_: id  0 | task 544 | processing task, is_child = 0
3.21.234.897 I slot print_timing: id  0 | task 544 | prompt eval time =    1542.95 ms /   375 tokens (    4.11 ms per token,   243.04 tokens per second)
3.21.234.919 I slot print_timing: id  0 | task 544 |        eval time =      98.20 ms /     2 tokens (   49.10 ms per token,    20.37 tokens per second)
3.21.234.922 I slot print_timing: id  0 | task 544 |       total time =    1641.15 ms /   377 tokens
3.21.234.926 I slot print_timing: id  0 | task 544 |    graphs reused =        134
3.21.235.049 I slot      release: id  0 | task 544 | stop processing: n_tokens = 376, truncated = 0
3.21.279.597 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8196691406
3.21.279.802 I slot launch_slot_: id  0 | task 549 | processing task, is_child = 0
3.22.917.408 I slot print_timing: id  0 | task 549 | prompt eval time =    1538.22 ms /   375 tokens (    4.10 ms per token,   243.79 tokens per second)
3.22.917.431 I slot print_timing: id  0 | task 549 |        eval time =      99.32 ms /     2 tokens (   49.66 ms per token,    20.14 tokens per second)
3.22.917.434 I slot print_timing: id  0 | task 549 |       total time =    1637.54 ms /   377 tokens
3.22.917.438 I slot print_timing: id  0 | task 549 |    graphs reused =        135
3.22.917.559 I slot      release: id  0 | task 549 | stop processing: n_tokens = 376, truncated = 0
3.22.965.741 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8198373916
3.22.965.913 I slot launch_slot_: id  0 | task 554 | processing task, is_child = 0
3.24.595.350 I slot print_timing: id  0 | task 554 | prompt eval time =    1530.38 ms /   375 tokens (    4.08 ms per token,   245.04 tokens per second)
3.24.595.374 I slot print_timing: id  0 | task 554 |        eval time =      99.00 ms /     2 tokens (   49.50 ms per token,    20.20 tokens per second)
3.24.595.378 I slot print_timing: id  0 | task 554 |       total time =    1629.37 ms /   377 tokens
3.24.595.382 I slot print_timing: id  0 | task 554 |    graphs reused =        136
3.24.595.507 I slot      release: id  0 | task 554 | stop processing: n_tokens = 376, truncated = 0
3.24.638.340 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8200051865
3.24.638.517 I slot launch_slot_: id  0 | task 559 | processing task, is_child = 0
3.26.266.668 I slot print_timing: id  0 | task 559 | prompt eval time =    1528.89 ms /   375 tokens (    4.08 ms per token,   245.28 tokens per second)
3.26.266.691 I slot print_timing: id  0 | task 559 |        eval time =      99.19 ms /     2 tokens (   49.59 ms per token,    20.16 tokens per second)
3.26.266.694 I slot print_timing: id  0 | task 559 |       total time =    1628.08 ms /   377 tokens
3.26.266.698 I slot print_timing: id  0 | task 559 |    graphs reused =        137
3.26.266.821 I slot      release: id  0 | task 559 | stop processing: n_tokens = 376, truncated = 0
3.26.313.478 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8201723184
3.26.313.645 I slot launch_slot_: id  0 | task 564 | processing task, is_child = 0
3.27.933.144 I slot print_timing: id  0 | task 564 | prompt eval time =    1521.49 ms /   375 tokens (    4.06 ms per token,   246.47 tokens per second)
3.27.933.166 I slot print_timing: id  0 | task 564 |        eval time =      97.94 ms /     2 tokens (   48.97 ms per token,    20.42 tokens per second)
3.27.933.170 I slot print_timing: id  0 | task 564 |       total time =    1619.43 ms /   377 tokens
3.27.933.174 I slot print_timing: id  0 | task 564 |    graphs reused =        138
3.27.933.296 I slot      release: id  0 | task 564 | stop processing: n_tokens = 376, truncated = 0
3.27.979.700 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8203389653
3.27.979.859 I slot launch_slot_: id  0 | task 569 | processing task, is_child = 0
3.29.602.127 I slot print_timing: id  0 | task 569 | prompt eval time =    1523.83 ms /   375 tokens (    4.06 ms per token,   246.09 tokens per second)
3.29.602.150 I slot print_timing: id  0 | task 569 |        eval time =      98.37 ms /     2 tokens (   49.18 ms per token,    20.33 tokens per second)
3.29.602.153 I slot print_timing: id  0 | task 569 |       total time =    1622.20 ms /   377 tokens
3.29.602.156 I slot print_timing: id  0 | task 569 |    graphs reused =        139
3.29.602.275 I slot      release: id  0 | task 569 | stop processing: n_tokens = 376, truncated = 0
3.29.647.867 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8205058638
3.29.648.019 I slot launch_slot_: id  0 | task 574 | processing task, is_child = 0
3.31.276.386 I slot print_timing: id  0 | task 574 | prompt eval time =    1528.87 ms /   375 tokens (    4.08 ms per token,   245.28 tokens per second)
3.31.276.408 I slot print_timing: id  0 | task 574 |        eval time =      99.43 ms /     2 tokens (   49.72 ms per token,    20.11 tokens per second)
3.31.276.412 I slot print_timing: id  0 | task 574 |       total time =    1628.30 ms /   377 tokens
3.31.276.415 I slot print_timing: id  0 | task 574 |    graphs reused =        140
3.31.276.534 I slot      release: id  0 | task 574 | stop processing: n_tokens = 376, truncated = 0
3.31.320.871 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8206732892
3.31.321.028 I slot launch_slot_: id  0 | task 579 | processing task, is_child = 0
3.32.947.735 I slot print_timing: id  0 | task 579 | prompt eval time =    1527.89 ms /   375 tokens (    4.07 ms per token,   245.44 tokens per second)
3.32.947.756 I slot print_timing: id  0 | task 579 |        eval time =      98.75 ms /     2 tokens (   49.37 ms per token,    20.25 tokens per second)
3.32.947.759 I slot print_timing: id  0 | task 579 |       total time =    1626.64 ms /   377 tokens
3.32.947.763 I slot print_timing: id  0 | task 579 |    graphs reused =        141
3.32.947.885 I slot      release: id  0 | task 579 | stop processing: n_tokens = 376, truncated = 0
3.32.995.814 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8208404242
3.32.995.988 I slot launch_slot_: id  0 | task 584 | processing task, is_child = 0
3.34.619.438 I slot print_timing: id  0 | task 584 | prompt eval time =    1524.88 ms /   375 tokens (    4.07 ms per token,   245.92 tokens per second)
3.34.619.464 I slot print_timing: id  0 | task 584 |        eval time =      98.50 ms /     2 tokens (   49.25 ms per token,    20.30 tokens per second)
3.34.619.467 I slot print_timing: id  0 | task 584 |       total time =    1623.38 ms /   377 tokens
3.34.619.470 I slot print_timing: id  0 | task 584 |    graphs reused =        142
3.34.619.591 I slot      release: id  0 | task 584 | stop processing: n_tokens = 376, truncated = 0
3.34.665.536 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8210075949
3.34.665.710 I slot launch_slot_: id  0 | task 589 | processing task, is_child = 0
3.36.297.653 I slot print_timing: id  0 | task 589 | prompt eval time =    1531.10 ms /   375 tokens (    4.08 ms per token,   244.92 tokens per second)
3.36.297.675 I slot print_timing: id  0 | task 589 |        eval time =     100.77 ms /     2 tokens (   50.38 ms per token,    19.85 tokens per second)
3.36.297.677 I slot print_timing: id  0 | task 589 |       total time =    1631.87 ms /   377 tokens
3.36.297.681 I slot print_timing: id  0 | task 589 |    graphs reused =        143
3.36.297.805 I slot      release: id  0 | task 589 | stop processing: n_tokens = 376, truncated = 0
3.36.338.943 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8211754169
3.36.339.142 I slot launch_slot_: id  0 | task 594 | processing task, is_child = 0
3.37.962.587 I slot print_timing: id  0 | task 594 | prompt eval time =    1524.75 ms /   375 tokens (    4.07 ms per token,   245.94 tokens per second)
3.37.962.608 I slot print_timing: id  0 | task 594 |        eval time =      98.63 ms /     2 tokens (   49.31 ms per token,    20.28 tokens per second)
3.37.962.611 I slot print_timing: id  0 | task 594 |       total time =    1623.38 ms /   377 tokens
3.37.962.614 I slot print_timing: id  0 | task 594 |    graphs reused =        144
3.37.962.739 I slot      release: id  0 | task 594 | stop processing: n_tokens = 376, truncated = 0
3.38.005.752 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8213419096
3.38.005.947 I slot launch_slot_: id  0 | task 599 | processing task, is_child = 0
3.39.640.962 I slot print_timing: id  0 | task 599 | prompt eval time =    1534.10 ms /   375 tokens (    4.09 ms per token,   244.44 tokens per second)
3.39.640.984 I slot print_timing: id  0 | task 599 |        eval time =     100.84 ms /     2 tokens (   50.42 ms per token,    19.83 tokens per second)
3.39.640.988 I slot print_timing: id  0 | task 599 |       total time =    1634.94 ms /   377 tokens
3.39.640.992 I slot print_timing: id  0 | task 599 |    graphs reused =        145
3.39.641.113 I slot      release: id  0 | task 599 | stop processing: n_tokens = 376, truncated = 0
3.39.684.911 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 8215097471
3.39.685.096 I slot launch_slot_: id  0 | task 604 | processing task, is_child = 0
